time,speed,latitude,longitude
03/02/2019_18:46:51,1.3,42.994878416666666,-81.26332498333333
03/02/2019_18:46:52,0.1,42.99487811666667,-81.26332683333334
03/02/2019_18:46:54,1.6,42.994877466666665,-81.26332958333333
03/02/2019_18:46:56,0.8,42.994878183333334,-81.26333936666667
03/02/2019_18:46:58,2.3,42.9948757,-81.26332788333333
03/02/2019_18:47:00,1.5,42.994888016666664,-81.26333421666666

Total distance was: 0 km 
