time,speed,latitude,longitude
03/02/2019_18:54:54,3.4,42.99520411666666,-81.26325283333334
03/02/2019_18:54:56,3.4,42.99523405,-81.26326156666667
03/02/2019_18:54:58,3.8,42.99526253333333,-81.2632797
03/02/2019_18:55:00,4.0,42.9952904,-81.26329886666667
03/02/2019_18:55:02,4.0,42.99531845,-81.26330291666666
03/02/2019_18:55:04,4.0,42.9953421,-81.26331416666666
03/02/2019_18:55:06,4.0,42.99537063333333,-81.26332215
03/02/2019_18:55:08,4.0,42.9953859,-81.26332671666667
03/02/2019_18:55:10,4.4,42.99540055,-81.26333105
03/02/2019_18:55:12,4.4,42.99544061666667,-81.26334796666667
03/02/2019_18:55:14,4.5,42.99547998333333,-81.2633597
03/02/2019_18:55:16,4.3,42.99552675,-81.26337595
03/02/2019_18:55:18,4.0,42.99555885,-81.26339005
03/02/2019_18:55:20,4.0,42.99557288333333,-81.26339148333334
03/02/2019_18:55:22,4.2,42.99560868333333,-81.26342485
03/02/2019_18:55:24,4.5,42.99563605,-81.26344385
03/02/2019_18:55:26,4.6,42.99566335,-81.26345501666667
03/02/2019_18:55:28,4.6,42.995689133333336,-81.26346213333333
03/02/2019_18:55:30,4.7,42.99570245,-81.26346295
03/02/2019_18:55:32,4.5,42.99572378333333,-81.26347831666666
03/02/2019_18:55:34,2.6,42.9957379,-81.26349685
03/02/2019_18:55:36,1.5,42.995750783333335,-81.26351448333334
03/02/2019_18:55:38,0.1,42.9957556,-81.26351711666666
03/02/2019_18:55:40,0.0,42.99575935,-81.2635177
03/02/2019_18:55:42,0.0,42.99575935,-81.26351798333333
03/02/2019_18:55:44,1.0,42.995778666666666,-81.26352221666667
03/02/2019_18:55:46,0.1,42.995790166666666,-81.26353713333333
03/02/2019_18:55:48,0.1,42.99579696666667,-81.26353658333333
03/02/2019_18:55:50,1.7,42.995796383333335,-81.2635371
03/02/2019_18:55:52,3.7,42.99580051666667,-81.26355235
03/02/2019_18:55:54,1.8,42.9958136,-81.2635666
03/02/2019_18:55:56,1.7,42.99581538333333,-81.26358066666667
03/02/2019_18:55:58,2.4,42.9958322,-81.2635864
03/02/2019_18:56:00,2.2,42.99584921666667,-81.26360366666667
03/02/2019_18:56:02,2.4,42.9958592,-81.26361108333333
03/02/2019_18:56:04,1.9,42.99587871666667,-81.26361583333333
03/02/2019_18:56:06,2.4,42.9958911,-81.26361215
03/02/2019_18:56:08,3.4,42.99590343333333,-81.26361941666667
03/02/2019_18:56:10,3.0,42.9959144,-81.26362708333333
03/02/2019_18:56:12,1.9,42.99593075,-81.26363876666667
03/02/2019_18:56:14,1.5,42.99593348333333,-81.26363598333333
03/02/2019_18:56:16,1.5,42.99593301666667,-81.26365183333333
03/02/2019_18:56:18,2.3,42.99592208333333,-81.26368826666666
03/02/2019_18:56:20,3.3,42.99591233333334,-81.26370141666666
03/02/2019_18:56:22,3.1,42.995903383333335,-81.26372795
03/02/2019_18:56:24,0.1,42.995904833333334,-81.26375108333333
03/02/2019_18:56:26,0.1,42.995906866666665,-81.26376326666667
03/02/2019_18:56:28,1.0,42.995906483333336,-81.26377265
03/02/2019_18:56:30,1.2,42.99591126666667,-81.26377073333333
03/02/2019_18:56:32,0.8,42.99591721666667,-81.2637729
03/02/2019_18:56:34,1.0,42.99591658333333,-81.26377801666666
03/02/2019_18:56:36,3.1,42.995913683333335,-81.26378586666667
03/02/2019_18:56:38,4.1,42.99590725,-81.26382231666666
03/02/2019_18:56:40,1.7,42.99590505,-81.26387071666667
03/02/2019_18:56:42,1.2,42.995905433333334,-81.26388303333333
03/02/2019_18:56:44,0.9,42.995904466666666,-81.26390078333333
03/02/2019_18:56:46,0.8,42.99590575,-81.26390335
03/02/2019_18:56:48,0.2,42.99590108333334,-81.26391205
03/02/2019_18:56:50,0.5,42.9958969,-81.26393318333334
03/02/2019_18:56:52,0.9,42.9958976,-81.26393845
03/02/2019_18:56:54,0.1,42.995903383333335,-81.26395548333333
03/02/2019_18:56:56,0.0,42.99591508333334,-81.26395718333333
03/02/2019_18:56:58,0.2,42.995915733333334,-81.26396041666666
03/02/2019_18:57:00,0.0,42.9959176,-81.26396316666667
03/02/2019_18:57:02,0.2,42.99591985,-81.26396475
03/02/2019_18:57:04,1.4,42.99592151666667,-81.26396178333333
03/02/2019_18:57:06,1.8,42.99593505,-81.26398561666667
03/02/2019_18:57:08,1.9,42.995939666666665,-81.26398983333333
03/02/2019_18:57:10,2.0,42.9959431,-81.26399273333334
03/02/2019_18:57:12,2.1,42.99596341666667,-81.2640213
03/02/2019_18:57:14,2.6,42.995984316666664,-81.26404693333333
03/02/2019_18:57:16,1.4,42.99602168333333,-81.26405581666667
03/02/2019_18:57:18,1.4,42.996050483333335,-81.26403938333333
03/02/2019_18:57:20,3.7,42.99608261666667,-81.264063
03/02/2019_18:57:22,1.5,42.9961217,-81.26407663333333
03/02/2019_18:57:24,2.1,42.996144916666665,-81.2640937
03/02/2019_18:57:26,3.3,42.99616835,-81.2641168
03/02/2019_18:57:28,2.7,42.99616746666667,-81.26412823333334
03/02/2019_18:57:30,3.8,42.996225,-81.26413458333333
03/02/2019_18:57:32,4.3,42.996254816666664,-81.26417398333334
03/02/2019_18:57:34,4.3,42.9963234,-81.26420631666667
03/02/2019_18:57:36,4.2,42.99632201666667,-81.26422283333333
03/02/2019_18:57:38,4.2,42.99637236666667,-81.26423435
03/02/2019_18:57:40,4.0,42.9964364,-81.26423328333334
03/02/2019_18:57:42,3.9,42.99646833333333,-81.26423285
03/02/2019_18:57:44,3.7,42.9964813,-81.26422616666666
03/02/2019_18:57:46,3.7,42.99651206666667,-81.26423766666667
03/02/2019_18:57:48,2.3,42.99654325,-81.2642517
03/02/2019_18:57:50,1.2,42.996558783333334,-81.26425733333333
03/02/2019_18:57:52,2.3,42.996578533333334,-81.26425663333333
03/02/2019_18:57:54,2.5,42.996608583333334,-81.2642549
03/02/2019_18:57:56,2.9,42.996659666666666,-81.26426306666667
03/02/2019_18:57:58,2.6,42.99669016666667,-81.26425718333333
03/02/2019_18:58:00,2.5,42.996718466666664,-81.26426153333334
03/02/2019_18:58:02,1.0,42.99674865,-81.26425308333333
03/02/2019_18:58:04,0.1,42.99675141666667,-81.26424298333333
03/02/2019_18:58:06,0.1,42.9967529,-81.26424151666667
03/02/2019_18:58:08,2.6,42.99676005,-81.26424685
03/02/2019_18:58:10,3.0,42.996778133333336,-81.2642611
03/02/2019_18:58:12,4.0,42.996798283333334,-81.26427741666667
03/02/2019_18:58:14,4.8,42.996828083333334,-81.26429371666667
03/02/2019_18:58:16,5.2,42.9968688,-81.26431178333333
03/02/2019_18:58:18,5.4,42.996906833333334,-81.26433353333333
03/02/2019_18:58:20,5.3,42.996937683333336,-81.26434353333333
03/02/2019_18:58:22,5.1,42.99694266666667,-81.26434458333334
03/02/2019_18:58:24,4.8,42.99695465,-81.26434968333334
03/02/2019_18:58:26,4.5,42.99697785,-81.2643473
03/02/2019_18:58:28,4.2,42.997019216666665,-81.26434271666666
03/02/2019_18:58:30,4.0,42.99703855,-81.26434251666667
03/02/2019_18:58:32,4.0,42.997077833333336,-81.26433546666667
03/02/2019_18:58:34,4.3,42.99709308333333,-81.26434268333334
03/02/2019_18:58:36,4.5,42.997148933333335,-81.26432336666667
03/02/2019_18:58:38,4.7,42.99716996666667,-81.26433495
03/02/2019_18:58:40,4.7,42.997189533333334,-81.26433686666667
03/02/2019_18:58:42,5.0,42.997236533333336,-81.26432836666666
03/02/2019_18:58:44,4.9,42.99728923333333,-81.26430543333333
03/02/2019_18:58:46,4.8,42.99734005,-81.26427091666666
03/02/2019_18:58:48,4.7,42.99738253333334,-81.26425063333333
03/02/2019_18:58:50,4.5,42.99739031666667,-81.26424111666667
03/02/2019_18:58:52,4.3,42.997431883333334,-81.26422666666667
03/02/2019_18:58:54,4.3,42.99744878333333,-81.26421266666667
03/02/2019_18:58:56,4.2,42.9974817,-81.26419761666666
03/02/2019_18:58:58,4.2,42.997492,-81.26419451666666
03/02/2019_18:59:00,4.1,42.99751788333333,-81.26421391666666
03/02/2019_18:59:02,4.0,42.99754715,-81.2642084
03/02/2019_18:59:04,0.2,42.997572133333335,-81.26420283333333
03/02/2019_18:59:06,0.2,42.99755745,-81.26420456666666
03/02/2019_18:59:08,0.2,42.99752961666667,-81.26421856666667
03/02/2019_18:59:10,0.0,42.99752263333333,-81.26422256666666
03/02/2019_18:59:12,0.2,42.99752251666666,-81.26422246666667
03/02/2019_18:59:14,0.2,42.99752131666666,-81.26422261666667
03/02/2019_18:59:16,0.1,42.997521033333335,-81.26422276666666
03/02/2019_18:59:18,0.2,42.99752178333333,-81.26422208333334
03/02/2019_18:59:20,1.5,42.9975226,-81.26422105
03/02/2019_18:59:22,1.5,42.99753033333333,-81.26421005
03/02/2019_18:59:24,2.5,42.99753591666666,-81.26419703333333
03/02/2019_18:59:26,0.2,42.997541266666666,-81.26417683333334
03/02/2019_18:59:28,1.1,42.99754295,-81.26417716666667
03/02/2019_18:59:30,1.0,42.99754058333333,-81.26417828333334
03/02/2019_18:59:32,0.1,42.99754298333333,-81.2641762
03/02/2019_18:59:34,0.9,42.99754278333333,-81.26417701666666
03/02/2019_18:59:36,2.0,42.9975431,-81.26417448333333
03/02/2019_18:59:38,1.9,42.99755685,-81.26416945
03/02/2019_18:59:40,2.5,42.997566866666666,-81.26417303333334
03/02/2019_18:59:42,1.7,42.99756945,-81.26418246666667
03/02/2019_18:59:44,1.2,42.99756551666667,-81.26419078333333
03/02/2019_18:59:46,0.1,42.99756865,-81.26418736666666
03/02/2019_18:59:48,0.8,42.99757631666667,-81.26415313333334
03/02/2019_18:59:50,1.1,42.99759,-81.26413755
03/02/2019_18:59:52,1.2,42.9975923,-81.26414951666666
03/02/2019_18:59:54,1.1,42.99759398333333,-81.2641209
03/02/2019_18:59:56,1.4,42.99755995,-81.26415655
03/02/2019_18:59:58,1.8,42.997548566666666,-81.26417073333333
03/02/2019_19:00:00,1.9,42.99754588333333,-81.26421081666666
03/02/2019_19:00:02,1.6,42.997567116666666,-81.26421121666667
03/02/2019_19:00:04,0.1,42.997594916666664,-81.26420765
03/02/2019_19:00:06,1.4,42.99759206666667,-81.2642031
03/02/2019_19:00:08,2.9,42.997599916666665,-81.26423178333333
03/02/2019_19:00:10,3.5,42.99759541666667,-81.26424895
03/02/2019_19:00:12,3.7,42.997593433333336,-81.26427558333333
03/02/2019_19:00:14,2.9,42.997580766666665,-81.26431566666666
03/02/2019_19:00:16,2.1,42.99755365,-81.264307
03/02/2019_19:00:18,1.4,42.99753008333333,-81.26430913333333
03/02/2019_19:00:20,1.0,42.99754011666667,-81.26428248333333
03/02/2019_19:00:22,1.5,42.99754746666667,-81.26427935
03/02/2019_19:00:24,3.1,42.997576333333335,-81.26424893333333
03/02/2019_19:00:26,3.4,42.99759933333333,-81.2642284
03/02/2019_19:00:28,3.4,42.997626483333335,-81.26420573333333
03/02/2019_19:00:30,3.3,42.99765223333333,-81.26418465
03/02/2019_19:00:32,3.3,42.99767128333333,-81.2641726
03/02/2019_19:00:34,3.3,42.99770405,-81.2641708
03/02/2019_19:00:36,3.4,42.99773398333333,-81.26415656666667
03/02/2019_19:00:38,3.5,42.997769016666666,-81.2641433
03/02/2019_19:00:40,3.6,42.99779181666667,-81.2641349
03/02/2019_19:00:42,3.8,42.997816766666666,-81.26412556666666
03/02/2019_19:00:44,4.0,42.997845133333335,-81.26410416666667
03/02/2019_19:00:46,4.0,42.99787,-81.26409766666667
03/02/2019_19:00:48,3.9,42.9978864,-81.26408851666666
03/02/2019_19:00:50,3.8,42.99790923333333,-81.26408476666667
03/02/2019_19:00:52,3.7,42.997929533333334,-81.26407765
03/02/2019_19:00:54,3.7,42.99795413333333,-81.2640591
03/02/2019_19:00:56,3.7,42.997978583333335,-81.26404286666667
03/02/2019_19:00:58,4.0,42.997997766666664,-81.2640467
03/02/2019_19:01:00,4.7,42.9980246,-81.26404446666666
03/02/2019_19:01:02,5.4,42.9980708,-81.26404195
03/02/2019_19:01:04,6.2,42.99811953333333,-81.26403763333333
03/02/2019_19:01:06,6.7,42.9981695,-81.26404005
03/02/2019_19:01:08,7.1,42.99822296666667,-81.26404138333334
03/02/2019_19:01:10,7.4,42.99828351666667,-81.26405305
03/02/2019_19:01:12,7.8,42.99833486666667,-81.2640644
03/02/2019_19:01:14,8.0,42.99838941666667,-81.2640718
03/02/2019_19:01:16,7.9,42.99843995,-81.26407255
03/02/2019_19:01:18,7.5,42.99847565,-81.26406478333334
03/02/2019_19:01:20,7.4,42.99850455,-81.2640617
03/02/2019_19:01:22,7.3,42.9985424,-81.26406725
03/02/2019_19:01:24,7.1,42.998592183333336,-81.2640499
03/02/2019_19:01:26,7.0,42.9986387,-81.2640128
03/02/2019_19:01:28,6.8,42.99867385,-81.2639836
03/02/2019_19:01:30,6.3,42.99870378333333,-81.2639547
03/02/2019_19:01:32,6.0,42.9987183,-81.26392913333333
03/02/2019_19:01:34,5.6,42.998730716666664,-81.26390886666667
03/02/2019_19:01:36,5.3,42.998736316666665,-81.26390116666667
03/02/2019_19:01:38,5.3,42.99874375,-81.26387063333334
03/02/2019_19:01:40,5.4,42.99874011666667,-81.26385025
03/02/2019_19:01:42,5.7,42.99872678333333,-81.26383198333333
03/02/2019_19:01:44,6.2,42.9987104,-81.26379071666666
03/02/2019_19:01:46,6.8,42.99869948333333,-81.26370121666666
03/02/2019_19:01:48,7.2,42.99869088333333,-81.26360336666667
03/02/2019_19:01:50,7.1,42.99868086666667,-81.26352686666667
03/02/2019_19:01:52,7.4,42.9986914,-81.2634658
